  -29.6694450      -25.5329819       28.2981052    
  -6.10590458       26.6336670      0.630204856    
   8.53361034      -22.7095222       32.3003311    
  -12.3258476       35.2451935       6.68175602    
  -36.0792389       13.2163944       2.89218688    
  -8.90040302       38.0493813      -14.8526525    
  -17.0354385      -38.6354904      -24.0739346    
   14.3499393      -21.6228867      -19.7702141    
   4.62975931       34.4276505      -11.6874638    
  -35.4354744       20.2622795       10.0819569    
 -0.922733963      -5.93340683       7.96743441    
  -3.05300307      -15.1494598      -6.10552120    
   7.40768003      -5.09172440       11.4131565    
   1.07971716      -34.8391495       17.4117184    
  -5.98316669      -16.2777138       5.86420012    
  -22.6628761       38.7871399       21.7941704    
   34.1651382      -26.1778011       18.7268257    
  -20.8549290       33.3375626      -16.3463612    
   19.0491772       11.9234600      -15.7594023    
  -11.8655586       26.8072643       12.8010387    
  -14.1608887       18.1075439       12.3989830    
  -30.6956749       15.0177279      -28.4000530    
 -0.431043088       4.99665213       26.5174408    
   36.1205673       24.5587578      -29.9043446    
   26.2046471       29.9079399       30.2009354    
  -15.9124260      -17.6939106      -10.6228962    
   28.7501659      -38.8379402      -36.4379654    
   30.6631279      -23.8824215      -18.4251938    
  -15.0999317       4.50141478      -22.4979897    
   19.2394981      -9.99505043       19.5296154    
   30.0259914       8.74943352       38.6415138    
  -8.53967381       1.08080101      -35.4259415    
   24.1340637      -17.7644501      -8.56445980    
  0.389077991      -1.57732582      -12.7071991    
  -34.0073166      -38.5916595      -17.1856480    
   8.35476017      -13.2461586      -14.1971903    
   25.2555370       23.9532623      -10.2432137    
   34.3369827       32.4624977       20.1122723    
   36.0853844       12.4181261       10.5242910    
  -20.4461403       4.09360409       32.4321632    
  -36.4416809      -5.26412296      -1.92431140    
   15.1948767       14.6588840       18.4559269    
   26.9392700      -11.3021030      -31.1649361    
  0.780637801      -2.94493532       18.9425030    
  -9.55372047       2.83636498       33.0222397    
   36.1455078      -13.5804768       24.4239388    
   39.0108833       6.12923622       18.6527271    
   25.5911560       35.9289780      -26.6438599    
   12.8472605      -17.1389561       17.5132504    
  -4.04965162       10.7787647      -28.9335308    
   29.5000706       7.73918819       22.1074505    
  -30.7850552       22.7674026       31.7912502    
  0.108107626       17.8105011      -37.2108765    
   32.1388664       3.25109100       10.4843884    
  0.345129073       38.1676292      -32.6758308    
   14.5323400       2.07328582       14.2707157    
  -27.7030582      -25.6717033       7.98444033    
   34.1057701       20.1252060       33.8915062    
   10.2516785       21.7250175       2.01277328    
  -13.5160847       20.5169468      -35.0925751    
  -4.14617300      -2.93039489      -26.3461018    
   29.9695892       36.5157776       1.50216007    
   2.66615343      -28.9704990       1.99359679    
   26.7145157      -7.39003706       11.2353897    
   21.9544792      -38.0822983       19.3473473    
   12.8157949       36.3861008      -35.6482010    
   23.7471313      -9.02896309       1.21434748    
  -27.1521931       24.6595421      -7.92748117    
   11.1557083      -25.3310509      -27.8029690    
   29.8186302       29.6097069      -38.3014946    
  -38.2586174      -5.61728001       16.8690338    
  -35.7664680      -20.4875946       16.7505798    
   28.3746071       10.9157925       4.45770073    
   21.9038944       30.8455677       16.5258179    
  -17.4378757      -9.20601368      -5.64648581    
  -16.0958366       31.3400078       20.5847492    
  -12.6343212      -35.4516792       14.2968121    
  -31.0106812      -1.02431178       36.6295586    
  -37.0395393      -14.4875307      -6.75996733    
   8.74871635       10.6922245      -34.2968140    
   23.3606224       2.33806729       31.1833210    
   17.1999893      -16.5729485       29.3826065    
  -15.5331240      -35.9529152      -35.6714592    
